ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/201/0,Precipitation type,,0,,No precipitation,,,,Operational,PDF
grib2/4/201/1,Precipitation type,,1,,Rain,,,,Operational,PDF
grib2/4/201/2,Precipitation type,,2,,Thunderstorm,,,,Operational,PDF
grib2/4/201/3,Precipitation type,,3,,Freezing rain,,,,Operational,PDF
grib2/4/201/4,Precipitation type,,4,,Mixed/ice,,,,Operational,PDF
grib2/4/201/5,Precipitation type,,5,,Snow,,,,Operational,PDF
grib2/4/201/6,Precipitation type,,6,,Wet snow,,,,Operational,PDF
grib2/4/201/7,Precipitation type,,7,,Mixture of rain and snow,,,,Operational,PDF
grib2/4/201/8,Precipitation type,,8,,Ice pellets,,,,Operational,PDF
grib2/4/201/9,Precipitation type,,9,,Graupel,,,,Operational,PDF
grib2/4/201/10,Precipitation type,,10,,Hail,,,,Operational,PDF
grib2/4/201/11,Precipitation type,,11,,Drizzle,,,,Operational,PDF
grib2/4/201/12,Precipitation type,,12,,Freezing drizzle,,,,Operational,PDF
grib2/4/201/13,Precipitation type,,13,,Hail (less than 5 mm),,,,Operational,PDF
grib2/4/201/14,Precipitation type,,14,,Hail (greater than or equal to 5 mm),,,,Operational,PDF
grib2/4/201/15-191,Precipitation type,,15-191,,Reserved,,,,Operational,PDF
grib2/4/201/192-254,Precipitation type,,192-254,,Reserved for local use,,,,Operational,PDF
grib2/4/201/255,Precipitation type,,255,,Missing,,,,Operational,PDF
