ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/22/0,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",0,,Standard Precipitation Index (SPI),(see Note),147,dimensionless,Operational,Original
grib2/4/2/0/22/1,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",1,,Standardized Precipitation Evapotranspiration Index (SPEI),,,dimensionless,Operational,Original
grib2/4/2/0/22/2,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",2,,Standardized Streamflow Index (SSFI),,,dimensionless,Operational,Original
grib2/4/2/0/22/3,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",3,,Standardized Reservoir Supply Index (SRSI),,,dimensionless,Operational,Original
grib2/4/2/0/22/4,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",4,,Standardized Water-level Index (SWI),,,dimensionless,Operational,Original
grib2/4/2/0/22/5,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",5,,Standardized Snowmelt and Rain Index (SMRI),,,dimensionless,Operational,Original
grib2/4/2/0/22/6,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",6,,Streamflow Drought Index (SDI),,,dimensionless,Operational,Original
grib2/4/2/0/22/7-191,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",7-191,,Reserved,,,,Operational,Original
grib2/4/2/0/22/192-254,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/0/22/255,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 22: drought indices",255,,Missing,,,,Operational,Original
