ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/4/10/0,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",0,,Scintillation index (sigma phi),,,rad,Operational,PDF
grib2/4/2/4/10/1,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",1,,Scintillation index S4,,,Numeric,Operational,PDF
grib2/4/2/4/10/2,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",2,,Rate of change of TEC index (ROTI),,,TECU/min,Operational,PDF
grib2/4/2/4/10/3,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",3,,Disturbance ionosphere index spatial gradient (DIXSG),,,Numeric,Operational,PDF
grib2/4/2/4/10/4,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",4,,Along arc TEC rate (AATR),,,TECU/min,Operational,PDF
grib2/4/2/4/10/5,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",5,,Kp,,,Numeric,Operational,PDF
grib2/4/2/4/10/6,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",6,,Equatorial disturbance storm time index (Dst),,,nT,Operational,PDF
grib2/4/2/4/10/7,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",7,,Auroral electrojet (AE),,,nT,Operational,PDF
grib2/4/2/4/10/8-191,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",8-191,,Reserved,,,,Operational,PDF
grib2/4/2/4/10/192-254,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",192-254,,Reserved for local use,,,,Operational,PDF
grib2/4/2/4/10/255,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 10: space weather indices",255,,Missing,,,,Operational,PDF
