ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translated_by
grib2/4/120/0,Verification scores,,0,,Mean error,,,,Operational,Original
grib2/4/120/1,Verification scores,,1,,Root mean squared error,,,,Operational,Original
grib2/4/120/2,Verification scores,,2,,Continuous ranked probability score (CRPS),,,,Operational,Original
grib2/4/120/3,Verification scores,,3,,Fair continuous ranked probability score,,,,Operational,Original
grib2/4/120/4,Verification scores,,4,,Continuous logarithmic ignorance score,,,,Operational,Original
grib2/4/120/5,Verification scores,,5,,Fair continuous logarithmic ignorance score,,,,Operational,Original
grib2/4/120/6,Verification scores,,6,,Ranked probability score,,,,Operational,Original
grib2/4/120/7-99,Verification scores,,7-99,,Reserved for future use,,,,Operational,Original
grib2/4/120/100,Verification scores,,100,,Contingency Table (deterministic) - hits,,,,Operational,Original
grib2/4/120/101,Verification scores,,101,,Contingency Table (deterministic) - false alarms,,,,Operational,Original
grib2/4/120/102,Verification scores,,102,,Contingency Table (deterministic) - misses,,,,Operational,Original
grib2/4/120/103,Verification scores,,103,,Contingency Table (deterministic) - correct negatives,,,,Operational,Original
grib2/4/120/104,Verification scores,,104,,Contingency Table (probabilistic) - Forecast-by-n-members and observed,,,,Operational,Original
grib2/4/120/105,Verification scores,,105,,Contingency Table (probabilistic) - Forecast-by-n-members and not observed,,,,Operational,Original
grib2/4/120/106-62999,Verification scores,,106-62999,,Reserved,,,,Operational,Original
grib2/4/120/63000-65534,Verification scores,,63000-65534,,Reserved for local use,,,,Operational,Original
grib2/4/120/65535,Verification scores,,65535,,Missing,,,,Operational,Original
