ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/10/2/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",0,,Proportion de glace,,,Proportion,Operational,Original
grib2/4/2/10/2/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",1,,Épaisseur de la glace,,,m,Operational,Original
grib2/4/2/10/2/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",2,,Direction de la dérive de la glace,,,Degré vrai,Operational,Original
grib2/4/2/10/2/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",3,,Vitesse de la dérive de la glace,,,m s-1,Operational,Original
grib2/4/2/10/2/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",4,,Composante u de la dérive de la glace,,,m s-1,Operational,Original
grib2/4/2/10/2/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",5,,Composante v de la dérive de la glace,,,m s-1,Operational,Original
grib2/4/2/10/2/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",6,,Taux de croissance de la glace,,,m s-1,Operational,Original
grib2/4/2/10/2/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",7,,Divergence de la glace,,,s-1,Operational,Original
grib2/4/2/10/2/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",8,,Température de la glace,,,K,Operational,Original
grib2/4/2/10/2/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",9,,Module de la pression interne dans la glace*,,,Pa m,Operational,Original
grib2/4/2/10/2/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",10,,Composante vectorielle zonale de la pression interne de la glace intégrée verticalement,,,Pa m,Operational,Original
grib2/4/2/10/2/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",11,,Composante vectorielle méridienne de la pression interne de la glace intégrée verticalement,,,Pa m,Operational,Original
grib2/4/2/10/2/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",12,,Résistance de la glace à la compression,,,N m-1,Operational,Original
grib2/4/2/10/2/13-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",13-191,,En réserve,,,–,Operational,Original
grib2/4/2/10/2/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",192-254,,En réserve pour un usage local,,,–,Operational,Original
grib2/4/2/10/2/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 2: glace",255,,Valeur manquante,,,–,Operational,Original
