ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/2/10/4/0,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",0,,Profondeur de la thermocline principale,,,m,Operational,Original
grib2/4/2/10/4/1,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",1,,Anomalie de la thermocline principale,,,m,Operational,Original
grib2/4/2/10/4/2,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",2,,Profondeur de la thermocline transitoire,,,m,Operational,Original
grib2/4/2/10/4/3,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",3,,Salinité,,,kg kg-1,Operational,Original
grib2/4/2/10/4/4,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",4,,Diffusivité de la chaleur océanique dans le plan vertical,,,m² s-1,Operational,Original
grib2/4/2/10/4/5,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",5,,Diffusivité de la salinité océanique dans le plan vertical,,,m² s-1,Operational,Original
grib2/4/2/10/4/6,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",6,,Diffusivité de la quantité de mouvement océanique dans le plan vertical,,,m² s-1,Operational,Original
grib2/4/2/10/4/7,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",7,,Bathymétrie,,,m,Operational,Original
grib2/4/2/10/4/8-10,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",8-10,,En réserve,,,–,Operational,Original
grib2/4/2/10/4/11,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",11,,Facteur de forme par rapport au profil de salinité,,,–,Operational,Original
grib2/4/2/10/4/12,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",12,,Facteur de forme par rapport au profil de température au niveau de la thermocline,,,–,Operational,Original
