ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/76/10,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/76/11,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/76/12-13,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,12-13,2,Тип химических составляющих атмосферы,см. кодовую таблицу 4.230,,4.230,,Operational,PDF
grib2/4/76/14,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,14,1,Источник или поглотитель,см. кодовую таблицу 4.238,,4.238,,Operational,PDF
grib2/4/76/15,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,15,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/76/16,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,16,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/76/17,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,17,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/76/18-19,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,18-19,2,Часы отсечения данных после времени начала отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/76/20,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,20,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/76/21,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,21,1,Указатель единицы измерения временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/76/22-25,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,22-25,4,Период действия прогноза в единицах,определенных в октете 20,,,,Operational,PDF
grib2/4/76/26,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,26,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/76/27,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,27,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/76/28-31,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,28-31,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/76/32,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,32,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/76/33,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,33,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/76/34-37,Образец определения продукции 4.76 — анализ или прогноз по горизонтальному уровню,34-37,4,Масштабированная величина второй фиксированной поверхности Примечание: часы,превышающие 65534,,,,Operational,PDF
