ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translated_by
grib2/3/12/15,Образец определения сетки 3.12 — поперечная проекция Меркатора,15,1,Форма Земли,см. кодовую таблицу 3.2,,3.2,,Operational,PDF
grib2/3/12/16,Образец определения сетки 3.12 — поперечная проекция Меркатора,16,1,Масштабный коэффициент радиуса сферической Земли,,,,,Operational,PDF
grib2/3/12/17-20,Образец определения сетки 3.12 — поперечная проекция Меркатора,17-20,4,Масштабированная величина радиуса сферической Земли,,,,,Operational,PDF
grib2/3/12/21,Образец определения сетки 3.12 — поперечная проекция Меркатора,21,1,Масштабный коэффициент большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/12/22-25,Образец определения сетки 3.12 — поперечная проекция Меркатора,22-25,4,Масштабированная величина большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/12/26,Образец определения сетки 3.12 — поперечная проекция Меркатора,26,1,Масштабный коэффициент малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/12/27-30,Образец определения сетки 3.12 — поперечная проекция Меркатора,27-30,4,Масштабированная величина малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/12/31-34,Образец определения сетки 3.12 — поперечная проекция Меркатора,31-34,4,Ni — количество узлов вдоль оси i,,,,,Operational,PDF
grib2/3/12/35-38,Образец определения сетки 3.12 — поперечная проекция Меркатора,35-38,4,Nj — количество узлов вдоль оси j,,,,,Operational,PDF
grib2/3/12/39-42,Образец определения сетки 3.12 — поперечная проекция Меркатора,39-42,4,LaR — географическая широта точки отсчета,,,,,Operational,PDF
grib2/3/12/43-46,Образец определения сетки 3.12 — поперечная проекция Меркатора,43-46,4,LoR — географическая долгота точки отсчета,,,,,Operational,PDF
grib2/3/12/47,Образец определения сетки 3.12 — поперечная проекция Меркатора,47,1,Флаги разрешения и компонентов,см. таблицу флагов 3.3,,3.3,,Operational,PDF
grib2/3/12/48-51,Образец определения сетки 3.12 — поперечная проекция Меркатора,48-51,4,m — коэффициент масштабирования в точке отсчета соотношения расстояния на карте к расстоянию на сфероиде (величины в 32-битовом стандарте IEEE с плавающей запятой),,,,,Operational,PDF
grib2/3/12/52-55,Образец определения сетки 3.12 — поперечная проекция Меркатора,52-55,4,XR — смещение по долготе,координата направления i точки отсчета,,,,Operational,PDF
grib2/3/12/56-59,Образец определения сетки 3.12 — поперечная проекция Меркатора,56-59,4,YR — смещение по широте,координата направления j точки отсчета,,,,Operational,PDF
grib2/3/12/60,Образец определения сетки 3.12 — поперечная проекция Меркатора,60,1,Режим сканирования (флаги — см. таблицу флагов 3.4),,,,,Operational,PDF
grib2/3/12/61-64,Образец определения сетки 3.12 — поперечная проекция Меркатора,61-64,4,Длина приращения Di в направлении i,в единицах,,,,Operational,PDF
grib2/3/12/65-68,Образец определения сетки 3.12 — поперечная проекция Меркатора,65-68,4,Длина приращения Dj в направлении j,в единицах,,,,Operational,PDF
grib2/3/12/69-72,Образец определения сетки 3.12 — поперечная проекция Меркатора,69-72,4,x1 — координата первой точки сетки в направлении i,в единицах,,,,Operational,PDF
grib2/3/12/73-76,Образец определения сетки 3.12 — поперечная проекция Меркатора,73-76,4,y1 — координата первой точки сетки в направлении j,в единицах,,,,Operational,PDF
grib2/3/12/77-80,Образец определения сетки 3.12 — поперечная проекция Меркатора,77-80,4,x2— координата последней точки сетки в направлении i,в единицах,,,,Operational,PDF
grib2/3/12/81-84,Образец определения сетки 3.12 — поперечная проекция Меркатора,81-84,4,y2 — координата последней точки сетки в направлении j,в единицах,,,,Operational,PDF
