ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/40/15,Образец определения сетки 3.40 — широтно-долготная по Гауссу,15,1,Форма Земли,см. кодовую таблицу 3.2,,3.2,,Operational,PDF
grib2/3/40/16,Образец определения сетки 3.40 — широтно-долготная по Гауссу,16,1,Масштабный коэффициент радиуса сферической Земли,,,,,Operational,PDF
grib2/3/40/17-20,Образец определения сетки 3.40 — широтно-долготная по Гауссу,17-20,4,Масштабированная величина радиуса сферической Земли,,,,,Operational,PDF
grib2/3/40/21,Образец определения сетки 3.40 — широтно-долготная по Гауссу,21,1,Масштабный коэффициент большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/40/22-25,Образец определения сетки 3.40 — широтно-долготная по Гауссу,22-25,4,Масштабированная величина большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/40/26,Образец определения сетки 3.40 — широтно-долготная по Гауссу,26,1,Масштабный коэффициент малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/40/27-30,Образец определения сетки 3.40 — широтно-долготная по Гауссу,27-30,4,Масштабированная величина малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/40/31-34,Образец определения сетки 3.40 — широтно-долготная по Гауссу,31-34,4,Ni — количество узлов вдоль параллели,,,,,Operational,PDF
grib2/3/40/35-38,Образец определения сетки 3.40 — широтно-долготная по Гауссу,35-38,4,Nj — количество узлов вдоль меридиана,,,,,Operational,PDF
grib2/3/40/39-42,Образец определения сетки 3.40 — широтно-долготная по Гауссу,39-42,4,Основной угол начальной продукционной области,см. примечание 1,9,,,Operational,PDF
grib2/3/40/43-46,Образец определения сетки 3.40 — широтно-долготная по Гауссу,43-46,4,"Подразделения основного угла, используемые для определения экстремальных долгот и широт и приращений по направлениям",(см. примечание 1),9,,,Operational,PDF
grib2/3/40/47-50,Образец определения сетки 3.40 — широтно-долготная по Гауссу,47-50,4,La1 — широта первого узла сетки,см. примечание 1,9,,,Operational,PDF
grib2/3/40/51-54,Образец определения сетки 3.40 — широтно-долготная по Гауссу,51-54,4,Lo1 — долгота первого узла сетки,см. примечание 1,9,,,Operational,PDF
grib2/3/40/55,Образец определения сетки 3.40 — широтно-долготная по Гауссу,55,1,Флаги разрешения и компонентов,см. таблицу флагов 3.3,,,3.3,Operational,PDF
grib2/3/40/56-59,Образец определения сетки 3.40 — широтно-долготная по Гауссу,56-59,4,La2 — широта последнего узла сетки,см. примечание 1,9,,,Operational,PDF
grib2/3/40/60-63,Образец определения сетки 3.40 — широтно-долготная по Гауссу,60-63,4,Lo2 — долгота последнего узла сетки,см. примечание 1,9,,,Operational,PDF
grib2/3/40/64-67,Образец определения сетки 3.40 — широтно-долготная по Гауссу,64-67,4,Di — приращение в направлении i (см. примечания 1 и 5),,"9,45",,,Operational,PDF
grib2/3/40/68-71,Образец определения сетки 3.40 — широтно-долготная по Гауссу,68-71,4,N — число параллелей между полюсом и экватором,см. примечание 2,87,,,Operational,PDF
grib2/3/40/72,Образец определения сетки 3.40 — широтно-долготная по Гауссу,72,1,Режим сканирования (флаги — см. таблицу флагов 3.4),,,,3.4,Operational,PDF
grib2/3/40/73-nn,Образец определения сетки 3.40 — широтно-долготная по Гауссу,73-nn,,"Перечень количества узлов вдоль каждой меридианы или параллели (эти октеты имеются только для квазирегулярных сеток, описанных в примечании 4)",,"4,124",,,Operational,PDF
