Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,15,,Forma de la Tierra,véase la Tabla de cifrado 3.2,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,16,,Factor de escala del radio de la Tierra esférica,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,17-20,,Valor ajustado del radio de la Tierra esférica,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,21,,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,22-25,,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,26,,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,27-30,,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,31-34,,Número de puntos horizontales,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,35-38,,Ángulo de base del campo de producción inicial,véase la nota 1,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,39-42,,"Subdivisiones del ángulo de base empleadas para indicar las longitudes y latitudes extremas,",véase la nota 1,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,43-46,,La1 - latitud del primer punto de la retícula,véase la nota 1,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,47-50,,Lo1 - longitud del primer punto de la retícula,véase la nota 1,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,51,,Modo de exploración,banderines - véase la Tabla de banderines 3.4,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,52-55,,La2 - latitud del último punto de la retícula,véase la nota 1,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,56-59,,Lo2 - longitud del último punto de la retícula,véase la nota 1,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,60,,Tipo de línea horizontal,véase la Tabla de cifrado 3.20,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,61-62,,Número de puntos verticales,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,63,,Características físicas de la coordenada vertical,véase la Tabla de cifrado 3.15,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,64,,Definición de las coordenadas en la dimensión vertical,véase la Tabla de cifrado 3.21,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,65-66,,NC - Número de coeficientes o valores utilizados para especificar las coordenadas verticales,,,,,Experimental
Modelo de definición de la retícula 3.1000 – Retícula de sección transversal con puntos equidistantes en el eje horizontal,67-(66+NCx4),,"Coeficientes que definen en forma de funciones los valores de las coordenadas en la dimensión vertical, o los valores explícitos de las coordenadas",valor de coma flotante IEEE de 32 bits,,,,Experimental
