Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,15,,Forma de la Tierra,véase la Tabla de cifrado 3.2,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,16,,Factor de escala del radio de la Tierra esférica,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,17-20,,Valor ajustado del radio de la Tierra esférica,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,21,,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,22-25,,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,26,,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,27-30,,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,31-34,,Nx - número de puntos a lo largo del eje x,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,35-38,,Ny - número de puntos a lo largo del eje y,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,39-42,,La1 - latitud del primer punto de la retícula,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,43-46,,Lo1 - longitud del primer punto de la retícula,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,47,,Banderines de resolución y de componentes,véase la Tabla de banderines 3.3,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,48-51,,LaD - latitud en que Dx y Dy están especificados,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,52-55,,LoV - longitud del meridiano paralelo al eje de las y a lo largo del cual el valor de las y aumenta con la latitud,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,56-59,,Dx - longitud de la retícula en la dirección x,véase la nota 1,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,60-63,,Dy - longitud de la retícula en la dirección y,véase la nota 1,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,64,,Centro de la proyección,véase la Tabla de banderines 3.5,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,65,,Modo de exploración,véase la Tabla de banderines 3.4,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,66-69,,Cuadrado latino 1 - primera latitud a partir del polo en la cual el cono secante corta la esfera,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,70-73,,Cuadrado latino 2 - segunda latitud a partir del polo en la cual el cono secante corta la esfera,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,74-77,,Latitud del polo sur de la proyección,,,,,Operational
Modelo de definición de la retícula 3.31 – Proyección de área equivalente de Albers,78-81,,Longitud del polo sur de la proyección,,,,,Operational
