ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/2/4/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",0,,Previsión de incendios,,,Tabla de cifrado 4.224,Operational,Original
grib2/4/2/2/4/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",1,,Previsión de incendios debidos a tormentas secas,,,Tabla de cifrado 4.224,Operational,Original
grib2/4/2/2/4/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",2,,Índice Haines,,,Numérica,Operational,Original
grib2/4/2/2/4/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",3,,Área incendiada,,,%,Operational,Original
grib2/4/2/2/4/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",4,,Índice de Fosberg*,,,Numérica,Operational,Original
grib2/4/2/2/4/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",5,,Índice de condiciones meteorológicas favorables a los incendios (Servicio Forestal Canadiense),,,Numérica,Operational,Original
grib2/4/2/2/4/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",6,,Código de humedad del combustible ligero (Servicio Forestal Canadiense),,,Numérica,Operational,Original
grib2/4/2/2/4/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",7,,Código de humedad de la cobertura vegetal muerta (Servicio Forestal Canadiense),,,Numérica,Operational,Original
grib2/4/2/2/4/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",8,,Código de sequía (Servicio Forestal Canadiense),,,Numérica,Operational,Original
grib2/4/2/2/4/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 2 – Productos para la superficie terrestre, categoría de parámetros 4: productos relativos a condiciones meteorológicas favorables a los incendios",9,,Índice de propagación inicial de incendios (Servicio Forestal Canadiense),,,Numérica,Operational,Original
