Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,15,,Type de représentation des données spectrales,(voir la table de code 3.6),,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,16-19,,N - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,20-23,,M - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,24,,Type de troncature avec transformée de Fourier 2D,(voir la table de code 3.25),,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,25-32,,Lx - taille en mètres du domaine le long de l'axe des x,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,33-40,,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,41-48,,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des x,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,49-56,,Ly - taille en mètres du domaine le long de l'axe des y,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,57-64,,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,65-72,,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,73,,Forme de la Terre,(voir la table de code 3.2),,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,74,,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,75-78,,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,79,,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,80-83,,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,84,,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,85-88,,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,89-92,,La1 - latitude du premier point de la grille,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,93-96,,Lo1 - longitude du premier point de la grille,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,97-100,,LaD latitude(s) d'intersection du cylindre de projection de Mercator avec la Terre (latitude(s) pour laquelle (lesquelles) Di et Dj sont précisées),,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,101-104,,La2 - latitude du dernier point de la grille,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,105-108,,Lo2 - longitude du dernier point de la grille,,,,,Operational
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,109-112,,"Orientation de la grille, angle entre la direction i sur la carte et l'équateur",(voir la note),,,,Operational
