Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",12-13,,Indicateur pour le traitement des données d'entrée,(voir la note 1),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",14-15,,Centre d'origine des données d'entrée,(voir la table de code commune C-11 et la note 2),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",16,,Type de post-traitement,(voir la note 3),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",17,,Type du processus de production,(voir la table de code 4.3),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",18,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",19,,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",20-21,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 4),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",22,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",23,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",24-27,,Heure de la prévision exprimée dans l'unité précisée par l'octet 23,,,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",28,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",29,,Facteur d'échelle - première surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",30-33,,Valeur ajustée - première surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",34,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",35,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational
"Modèle de définition du produit 4.70 Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",36-39,,Valeur ajustée - deuxième surface spécifiée,,,,,Operational
